review_id,claim_id,review_round,review_datetime,reviewer_id,review_type,auto_risk_score,triage_result,reviewer_notes,perito_id,perito_physical_inspection,damage_consistency_rating,documentation_completeness_pct,recommended_action,days_since_claim
REV_13446_1,CLM_13446,1,2023-04-13 00:45:00,R-9461,Initial Triage,3.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_13447_1,CLM_13447,1,2022-06-25 01:29:00,R-8404,Initial Triage,34.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,5
REV_13448_1,CLM_13448,1,2023-05-06 18:48:00,R-9758,Initial Triage,24.2,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13449_1,CLM_13449,1,2025-07-16 23:26:00,R-6545,Initial Triage,24.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_13451_1,CLM_13451,1,2022-01-16 06:02:00,R-6466,Initial Triage,35.9,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_13451_2,CLM_13451,2,2022-01-24 17:02:00,R-6466,Expert Assessment,,,Documentation supports claim as reported.,P-7277,Yes,5.0,67.1,Approve with Conditions,9
REV_13453_1,CLM_13453,1,2023-02-17 00:10:00,R-6387,Initial Triage,16.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_13454_1,CLM_13454,1,2025-01-25 10:00:00,R-8044,Initial Triage,8.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13455_1,CLM_13455,1,2023-09-12 11:37:00,R-6221,Initial Triage,46.8,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_13455_2,CLM_13455,2,2023-09-26 04:37:00,R-6221,Expert Assessment,,,Physical inspection consistent with reported damage.,P-2350,Yes,3.3,93.4,Approve with Conditions,14
REV_13456_1,CLM_13456,1,2025-09-01 22:04:00,R-8404,Initial Triage,15.9,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,9
REV_13457_1,CLM_13457,1,2024-05-19 04:00:00,R-1744,Initial Triage,59.3,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,1
REV_13457_2,CLM_13457,2,2024-05-23 15:00:00,R-1744,Expert Assessment,,,Documentation supports claim as reported.,P-7666,No,5.0,91.6,Approve with Conditions,5
REV_13458_1,CLM_13458,1,2022-05-21 07:49:00,R-2887,Initial Triage,58.3,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,2
REV_13458_2,CLM_13458,2,2022-05-30 15:49:00,R-2887,Expert Assessment,,,Physical inspection consistent with reported damage.,P-3597,Yes,3.9,74.3,Request Additional Documentation,11
REV_13460_1,CLM_13460,1,2022-12-08 11:14:00,R-6143,Initial Triage,46.0,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_13460_2,CLM_13460,2,2022-12-14 04:14:00,R-6143,Expert Assessment,,,Documentation supports claim as reported.,P-2553,No,2.8,76.9,Request Additional Documentation,6
REV_13461_1,CLM_13461,1,2024-08-31 00:15:00,R-5059,Initial Triage,17.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,6
REV_13462_1,CLM_13462,1,2023-12-19 23:59:00,R-1744,Initial Triage,22.6,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,4
REV_13463_1,CLM_13463,1,2022-06-25 18:19:00,R-9461,Initial Triage,36.4,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,3
REV_13463_2,CLM_13463,2,2022-07-02 09:19:00,R-9461,Expert Assessment,,,Verified damage with independent assessment.,P-9909,Yes,3.9,96.5,Approve with Conditions,9
REV_13465_1,CLM_13465,1,2025-05-18 10:14:00,R-6545,Initial Triage,17.1,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_13466_1,CLM_13466,1,2023-05-02 08:21:00,R-3260,Initial Triage,19.4,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_13467_1,CLM_13467,1,2024-02-06 22:19:00,R-4718,Initial Triage,36.3,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_13467_2,CLM_13467,2,2024-03-01 09:19:00,R-4718,Expert Assessment,,,Verified damage with independent assessment.,P-6360,Yes,2.6,91.1,Request Additional Documentation,24
REV_13468_1,CLM_13468,1,2023-08-25 00:07:00,R-2207,Initial Triage,20.6,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13469_1,CLM_13469,1,2024-09-07 23:28:00,R-2207,Initial Triage,20.1,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_13471_1,CLM_13471,1,2022-10-09 05:47:00,R-2957,Initial Triage,11.5,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_13472_1,CLM_13472,1,2024-10-08 13:25:00,R-3888,Initial Triage,52.4,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,2
REV_13472_2,CLM_13472,2,2024-10-28 04:25:00,R-3888,Expert Assessment,,,All repair items match incident description.,P-9976,No,2.8,62.3,Request Additional Documentation,21
REV_13473_1,CLM_13473,1,2022-09-19 12:32:00,R-8765,Initial Triage,40.6,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,3
REV_13473_2,CLM_13473,2,2022-10-06 04:32:00,R-8765,Expert Assessment,,,Verified damage with independent assessment.,P-2664,No,2.6,74.4,Refer to Special Investigations Unit,19
REV_13473_3,CLM_13473,3,2022-10-21 18:32:00,SIU-318,SIU Investigation,,,Coordination with law enforcement initiated.,P-2664,Yes,,,Claim Approved,34
REV_13474_1,CLM_13474,1,2022-03-31 01:33:00,R-2207,Initial Triage,30.2,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_13474_2,CLM_13474,2,2022-04-09 18:33:00,R-2207,Expert Assessment,,,All repair items match incident description.,P-5252,No,4.1,89.5,Approve,10
REV_13475_1,CLM_13475,1,2022-04-15 00:10:00,R-6466,Initial Triage,19.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_13476_1,CLM_13476,1,2023-12-15 20:15:00,R-8765,Initial Triage,16.4,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_13477_1,CLM_13477,1,2024-06-16 15:11:00,R-3644,Initial Triage,15.9,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_13477_2,CLM_13477,2,2024-06-23 02:11:00,R-3644,Expert Assessment,,,Verified damage with independent assessment.,P-9557,Yes,2.9,94.2,Request Additional Documentation,7
REV_13478_1,CLM_13478,1,2024-09-24 00:48:00,R-2512,Initial Triage,24.3,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_13479_1,CLM_13479,1,2024-11-21 18:05:00,R-6545,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13480_1,CLM_13480,1,2024-10-20 03:15:00,R-2207,Initial Triage,15.6,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_13480_2,CLM_13480,2,2024-11-22 13:15:00,R-2207,Expert Assessment,,,Physical inspection consistent with reported damage.,P-2743,No,4.5,99.6,Approve with Conditions,36
REV_13481_1,CLM_13481,1,2025-11-25 21:17:00,R-2207,Initial Triage,10.2,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_13482_1,CLM_13482,1,2025-06-25 16:07:00,R-8044,Initial Triage,66.2,Orange - Escalated Review,"Some documentation missing, requested follow-up.",,,,,Escalated Review,6
REV_13482_2,CLM_13482,2,2025-06-28 02:07:00,R-8044,Expert Assessment,,,Repair workshop has elevated average claim amounts in our records.,P-7666,No,3.9,40.7,Refer to Special Investigations Unit,8
REV_13482_3,CLM_13482,3,2025-07-07 13:07:00,SIU-414,SIU Investigation,,,Coordination with law enforcement initiated.,P-7666,Yes,,,Pending Litigation,17
REV_13483_1,CLM_13483,1,2022-09-13 05:58:00,R-3888,Initial Triage,31.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,5
REV_13484_1,CLM_13484,1,2023-06-17 23:45:00,R-7001,Initial Triage,26.3,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,6
REV_13485_1,CLM_13485,1,2023-11-13 20:18:00,R-8404,Initial Triage,59.1,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,5
REV_13485_2,CLM_13485,2,2023-11-16 08:18:00,R-8404,Expert Assessment,,,Documentation supports claim as reported.,P-3844,No,2.1,87.7,Refer to Special Investigations Unit,7
REV_13485_3,CLM_13485,3,2023-11-26 01:18:00,SIU-388,SIU Investigation,,,Financial background check performed.,P-3844,Yes,,,Claim Approved,16
REV_13486_1,CLM_13486,1,2022-12-26 02:55:00,R-7520,Initial Triage,13.0,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,2
REV_13486_2,CLM_13486,2,2023-01-01 11:55:00,R-7520,Expert Assessment,,,Verified damage with independent assessment.,P-2553,No,5.0,80.0,Approve,8
REV_13487_1,CLM_13487,1,2024-04-18 09:24:00,R-7001,Initial Triage,47.2,Orange - Escalated Review,Minor inconsistencies in timeline reported by claimant.,,,,,Escalated Review,1
REV_13487_2,CLM_13487,2,2024-04-21 02:24:00,R-7001,Expert Assessment,,,Insured value significantly exceeds market value of vehicle.,P-2714,No,2.6,53.1,Recommend Denial,3
REV_13487_3,CLM_13487,3,2024-05-20 11:24:00,SIU-406,SIU Investigation,,,Medical records review completed where applicable.,P-2714,No,,,Claim Settled at Reduced Amount,32
REV_13488_1,CLM_13488,1,2025-09-09 04:16:00,R-5533,Initial Triage,42.6,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_13488_2,CLM_13488,2,2025-09-15 13:16:00,R-5533,Expert Assessment,,,Documentation supports claim as reported.,P-4505,No,4.9,100.0,Approve,7
REV_13489_1,CLM_13489,1,2024-06-28 18:45:00,R-2957,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,4
REV_13490_1,CLM_13490,1,2023-07-03 15:50:00,R-8019,Initial Triage,38.8,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,5
REV_13490_2,CLM_13490,2,2023-07-23 04:50:00,R-8019,Expert Assessment,,,No anomalies found during review.,P-7581,No,3.4,71.1,Request Additional Documentation,24
REV_13491_1,CLM_13491,1,2023-03-31 12:54:00,R-2812,Initial Triage,42.4,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,3
REV_13491_2,CLM_13491,2,2023-04-14 20:54:00,R-2812,Expert Assessment,,,Physical inspection consistent with reported damage.,P-3009,No,3.4,62.6,Approve with Conditions,17
REV_13493_1,CLM_13493,1,2025-04-06 01:47:00,R-2812,Initial Triage,59.9,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,3
REV_13493_2,CLM_13493,2,2025-04-13 12:47:00,R-2812,Expert Assessment,,,Physical inspection consistent with reported damage.,P-7114,No,2.6,77.0,Recommend Denial,10
REV_13493_3,CLM_13493,3,2025-05-03 05:47:00,SIU-199,SIU Investigation,,,Cross-referenced with external fraud database.,P-7114,Yes,,,Claim Approved,29
REV_13494_1,CLM_13494,1,2022-12-09 23:39:00,R-2887,Initial Triage,46.6,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,5
REV_13494_2,CLM_13494,2,2022-12-20 07:39:00,R-2887,Expert Assessment,,,All repair items match incident description.,P-8842,Yes,2.9,71.1,Refer to Special Investigations Unit,15
REV_13494_3,CLM_13494,3,2023-01-07 20:39:00,SIU-936,SIU Investigation,,,Independent engineering assessment obtained.,P-8842,Yes,,,Claim Approved,33
REV_13495_1,CLM_13495,1,2022-05-15 01:42:00,R-5533,Initial Triage,12.6,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13496_1,CLM_13496,1,2023-09-12 05:21:00,R-2887,Initial Triage,0.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_13497_1,CLM_13497,1,2022-01-22 15:45:00,R-8889,Initial Triage,84.9,Red - Full Investigation,"Standard claim, within normal parameters.",,,,,Full Investigation,1
REV_13497_2,CLM_13497,2,2022-01-27 02:45:00,R-8889,Expert Assessment,,,Verified damage with independent assessment.,P-5733,Yes,3.8,66.3,Recommend Denial,5
REV_13497_3,CLM_13497,3,2022-02-06 15:45:00,SIU-551,SIU Investigation,,,Cross-referenced with external fraud database.,P-5733,Yes,,,Claim Approved,15
REV_13498_1,CLM_13498,1,2025-07-27 02:39:00,R-5533,Initial Triage,11.9,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13499_1,CLM_13499,1,2024-05-12 13:27:00,R-8592,Initial Triage,35.8,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_13499_2,CLM_13499,2,2024-06-02 06:27:00,R-8592,Expert Assessment,,,All repair items match incident description.,P-5992,Yes,5.0,65.3,Approve,21
REV_13500_1,CLM_13500,1,2024-08-08 09:13:00,R-7520,Initial Triage,19.8,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,7
REV_13501_1,CLM_13501,1,2024-08-09 05:12:00,R-6387,Initial Triage,39.8,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,5
REV_13501_2,CLM_13501,2,2024-08-18 17:12:00,R-6387,Expert Assessment,,,No anomalies found during review.,P-7277,No,3.3,100.0,Request Additional Documentation,14
REV_13502_1,CLM_13502,1,2025-07-19 12:04:00,R-4219,Initial Triage,53.9,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,2
REV_13502_2,CLM_13502,2,2025-07-26 05:04:00,R-4219,Expert Assessment,,,All repair items match incident description.,P-7666,No,1.8,87.6,Approve with Conditions,8
REV_13504_1,CLM_13504,1,2024-10-19 05:22:00,R-8404,Initial Triage,60.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,4
REV_13504_2,CLM_13504,2,2024-10-31 17:22:00,R-8404,Expert Assessment,,,No anomalies found during review.,P-6458,No,4.1,61.8,Recommend Denial,16
REV_13504_3,CLM_13504,3,2024-11-17 05:22:00,SIU-515,SIU Investigation,,,Independent engineering assessment obtained.,P-6458,Yes,,,Claim Approved,32
REV_13505_1,CLM_13505,1,2023-05-01 14:50:00,R-8765,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13505_2,CLM_13505,2,2023-05-16 06:50:00,R-8765,Expert Assessment,,,Documentation supports claim as reported.,P-7936,No,4.6,73.6,Approve with Conditions,16
REV_13506_1,CLM_13506,1,2023-09-16 10:05:00,R-7001,Initial Triage,13.1,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,5
REV_13507_1,CLM_13507,1,2023-05-25 15:28:00,R-3691,Initial Triage,47.9,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_13507_2,CLM_13507,2,2023-06-10 05:28:00,R-3691,Expert Assessment,,,All repair items match incident description.,P-5992,No,3.4,90.7,Request Additional Documentation,16
REV_13508_1,CLM_13508,1,2022-10-19 02:34:00,R-7001,Initial Triage,30.4,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_13508_2,CLM_13508,2,2022-11-01 16:34:00,R-7001,Expert Assessment,,,Physical inspection consistent with reported damage.,P-2350,Yes,4.2,55.7,Approve with Conditions,14
REV_13508_3,CLM_13508,3,2022-11-10 04:34:00,SIU-886,SIU Investigation,,,"Surveillance conducted, results in supplementary report.",P-2350,Yes,,,Claim Approved,22
REV_13509_1,CLM_13509,1,2022-06-22 20:25:00,R-8100,Initial Triage,49.0,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,4
REV_13509_2,CLM_13509,2,2022-07-02 04:25:00,R-8100,Expert Assessment,,,Documentation supports claim as reported.,P-5972,No,3.3,84.7,Request Additional Documentation,13
REV_13510_1,CLM_13510,1,2024-03-24 08:38:00,R-9908,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_13511_1,CLM_13511,1,2025-12-13 10:02:00,R-5059,Initial Triage,0.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13512_1,CLM_13512,1,2025-01-03 12:35:00,R-7520,Initial Triage,23.1,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13512_2,CLM_13512,2,2025-01-10 23:35:00,R-7520,Expert Assessment,,,Documentation supports claim as reported.,P-9787,Yes,4.4,84.1,Approve with Conditions,8
REV_13514_1,CLM_13514,1,2024-11-29 08:06:00,R-4718,Initial Triage,44.7,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_13514_2,CLM_13514,2,2024-12-07 18:06:00,R-4718,Expert Assessment,,,No anomalies found during review.,P-3009,No,4.3,82.7,Approve with Conditions,9
REV_13515_1,CLM_13515,1,2022-06-25 07:55:00,R-2512,Initial Triage,13.1,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13516_1,CLM_13516,1,2024-05-23 16:20:00,R-8461,Initial Triage,5.5,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_13517_1,CLM_13517,1,2026-01-27 22:50:00,R-9758,Initial Triage,54.2,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,2
REV_13517_2,CLM_13517,2,2026-02-05 14:50:00,R-9758,Expert Assessment,,,All repair items match incident description.,P-4236,Yes,4.4,77.4,Approve,10
REV_13519_1,CLM_13519,1,2026-01-23 12:21:00,R-2887,Initial Triage,30.5,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_13519_2,CLM_13519,2,2026-02-07 21:21:00,R-2887,Expert Assessment,,,Verified damage with independent assessment.,P-4063,No,3.6,70.8,Approve,16
REV_13522_1,CLM_13522,1,2024-12-10 02:26:00,R-3888,Initial Triage,32.2,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_13523_1,CLM_13523,1,2025-06-11 16:19:00,R-3260,Initial Triage,14.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_13524_1,CLM_13524,1,2025-10-08 12:18:00,R-1744,Initial Triage,34.5,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13525_1,CLM_13525,1,2023-05-02 05:43:00,R-3888,Initial Triage,31.4,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,5
REV_13525_2,CLM_13525,2,2023-05-16 19:43:00,R-3888,Expert Assessment,,,Physical inspection consistent with reported damage.,P-4626,Yes,3.8,100.0,Request Additional Documentation,19
REV_13526_1,CLM_13526,1,2024-01-18 16:40:00,R-4718,Initial Triage,35.8,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_13526_2,CLM_13526,2,2024-01-26 08:40:00,R-4718,Expert Assessment,,,Documentation supports claim as reported.,P-1371,No,3.1,66.2,Approve with Conditions,8
REV_13527_1,CLM_13527,1,2024-08-21 08:52:00,R-1307,Initial Triage,29.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_13527_2,CLM_13527,2,2024-08-26 22:52:00,R-1307,Expert Assessment,,,Verified damage with independent assessment.,P-1371,Yes,4.3,88.7,Approve,6
REV_13528_1,CLM_13528,1,2022-04-12 18:30:00,R-6387,Initial Triage,38.6,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,3
REV_13528_2,CLM_13528,2,2022-04-20 07:30:00,R-6387,Expert Assessment,,,Documentation supports claim as reported.,P-7797,Yes,3.5,81.1,Request Additional Documentation,10
